latitude,longitude,clusterid
40.71205,-73.815254,5
40.726448,-73.75632,-1
40.763252,-73.97464,1
40.702797,-73.95742,2
40.786366,-73.97598,1
40.713627,-73.736946,-1
40.71604,-73.80504,5
40.834198,-73.85169,1
40.836155,-73.87179,1
40.718544,-73.91784,-1
40.679245,-74.001755,2
40.63029,-74.08891,-1
40.76422,-73.88249,3
40.71679,-73.83274,5
40.84092,-73.93751,1
40.748867,-73.8723,3
40.70476,-73.91996,2
40.700058,-73.93279,2
40.685642,-73.96734,2
40.708992,-73.909706,2
40.690784,-73.76257,-1
40.585163,-73.95641,2
40.672348,-73.91409,2
40.70746,-73.802635,5
40.729256,-73.94605,2
40.66168,-74.00003,2
40.772827,-73.917885,3
40.60508,-73.752045,4
40.68907,-73.97105,2
40.61403,-73.98488,2
40.85797,-73.87272,1
40.752556,-73.92972,3
40.61047,-74.11837,-1
40.627403,-73.99926,2
40.636864,-74.15287,-1
40.701813,-73.8087,5
40.752426,-73.99194,1
40.66937,-73.89523,2
40.75203,-73.85169,3
40.870487,-73.890434,1
40.685665,-73.83976,5
40.61107,-74.00131,2
40.627583,-73.987366,2
40.840363,-73.85606,1
40.739086,-73.99139,1
40.76221,-73.93732,3
40.71924,-73.99997,1
40.6089,-74.03465,-1
40.851685,-73.8962,1
40.86906,-73.88914,1
40.630894,-73.992836,2
40.61418,-74.15776,-1
40.6628,-73.978355,-1
40.76682,-73.91042,3
40.705635,-73.87287,-1
40.615623,-73.968864,2
40.621452,-74.00171,2
40.661674,-73.99307,2
40.63377,-74.01282,2
40.612686,-74.12781,-1
40.769657,-73.91857,3
40.71744,-73.7434,-1
40.70919,-73.99513,1
40.707623,-73.962135,2
40.86952,-73.84443,1
40.819576,-73.889496,1
40.72741,-73.731476,-1
40.72752,-73.75879,-1
40.877056,-73.909256,1
40.652992,-73.95788,2
40.807552,-73.91922,1
40.68581,-73.807076,5
40.711704,-73.84477,-1
40.636803,-73.960686,2
40.819077,-73.927086,1
40.810062,-73.95497,1
40.645615,-73.9099,2
40.76359,-73.98144,1
40.730587,-73.95772,2
40.68297,-73.97667,2
40.745277,-73.977104,1
40.615562,-73.979645,2
40.86749,-73.840515,-1
40.847717,-73.86321,1
40.655067,-74.003654,2
40.704277,-73.933014,2
40.71721,-73.93471,2
40.865685,-73.899086,1
40.72779,-73.87096,3
40.57761,-74.11188,-1
40.712715,-73.99876,1
40.86645,-73.89513,1
40.65446,-73.930695,2
40.621143,-74.08561,-1
40.693497,-73.99235,2
40.70745,-73.9551,2
40.618137,-73.935745,2
40.67159,-73.77981,5
40.85164,-73.89612,1
40.80562,-73.97069,1
40.694035,-73.96702,2
40.784187,-73.84582,-1
40.74299,-73.883026,3
40.734253,-74.002975,1
40.7181,-73.750725,-1
40.724266,-73.978714,1
40.70012,-73.91161,2
40.66957,-73.86571,2
40.668026,-73.88279,2
40.644196,-73.95467,2
40.719166,-73.94854,2
40.58673,-74.14618,-1
40.693798,-73.81156,5
40.877827,-73.879585,1
40.732613,-73.925156,3
40.645233,-73.92001,2
40.608868,-73.94302,-1
40.68006,-73.76687,-1
40.626984,-73.944954,2
40.82395,-73.8947,1
40.714508,-73.953896,2
40.67722,-73.89708,2
40.7561,-73.86251,3
40.87144,-73.867165,1
40.724964,-73.84551,-1
40.659325,-73.92924,2
40.831245,-73.89685,1
40.78915,-73.787895,-1
40.836605,-73.93931,1
40.772655,-73.830444,3
40.71314,-73.833496,5
40.689274,-73.930466,2
40.74088,-73.990074,1
40.796074,-73.94349,1
40.75584,-73.83448,3
40.61595,-73.95646,2
40.758347,-73.98645,1
40.863544,-73.86741,1
40.880093,-73.85796,1
40.68327,-73.968895,2
40.88241,-73.84494,1
40.616707,-73.97846,2
40.671318,-73.74124,5
40.758595,-73.877144,3
40.671124,-73.94094,2
40.681282,-73.90872,2
40.87356,-73.81853,-1
40.545147,-74.17943,-1
40.773773,-73.824684,-1
40.769844,-73.96686,1
40.68561,-73.8258,5
40.68361,-73.86324,2
40.625774,-74.016495,2
40.616676,-73.97206,2
40.597992,-74.06663,-1
40.70794,-73.784935,5
40.661354,-73.942276,2
40.67932,-73.919395,2
40.724598,-73.95428,2
40.688255,-73.85565,5
40.72312,-73.86811,3
40.755985,-73.72724,-1
40.749985,-73.98617,1
40.67897,-73.75985,-1
40.737545,-73.98409,1
40.87917,-73.85554,1
40.517864,-74.197,-1
40.757507,-73.97669,1
40.856045,-73.90079,1
40.828445,-73.94155,1
40.812313,-73.95223,1
40.590137,-73.93992,-1
40.646244,-74.01827,2
40.685738,-73.92865,2
40.69055,-73.85743,5
40.820118,-73.896774,1
40.651604,-73.933304,2
40.621437,-74.164116,-1
40.84516,-73.88376,1
40.84652,-73.94007,1
40.83445,-73.9478,1
40.67551,-73.79246,-1
40.608036,-74.125,-1
40.728382,-73.73559,-1
40.67467,-73.822525,5
40.63145,-73.887146,2
40.77519,-73.79854,-1
40.74754,-73.88876,3
40.80153,-73.95256,1
40.752937,-73.92204,3
40.50754,-74.254845,-1
40.67255,-73.9863,2
40.836124,-73.88987,1
40.66367,-73.91213,2
40.573547,-74.11554,-1
40.683434,-73.8343,5
40.77134,-73.83406,3
40.72711,-73.73603,-1
40.635303,-74.181595,-1
40.771076,-73.94676,1
40.61352,-73.97816,2
40.644424,-73.9489,2
40.76816,-73.90544,3
40.74165,-73.86688,3
40.6845,-73.88194,2
40.815,-73.85665,-1
40.67751,-73.81085,5
40.61498,-74.037575,-1
40.71543,-73.98984,1
40.66778,-73.996185,2
40.70848,-73.90883,2
40.659744,-73.91708,2
40.716854,-73.959145,2
40.752693,-73.932915,3
40.81738,-73.9257,1
40.765095,-73.925064,3
40.738266,-73.79706,-1
40.634075,-73.99508,2
40.568253,-74.10702,-1
40.73877,-73.887886,3
40.762333,-73.983475,1
40.710815,-73.77067,5
40.764343,-73.88319,3
40.66888,-73.74066,5
40.607685,-73.90383,-1
40.695347,-73.85896,5
40.860157,-73.90883,1
40.725906,-73.9354,2
40.64291,-73.95431,2
40.84638,-73.78616,-1
40.764637,-73.92211,3
40.54354,-74.15111,-1
40.66762,-73.974335,2
40.78452,-73.97948,1
40.877537,-73.91039,1
40.841106,-73.876686,1
40.66686,-73.86884,2
40.853725,-73.863884,1
40.838234,-73.86364,1
40.646095,-74.00928,2
40.678318,-73.94693,2
40.769863,-73.947914,1
40.667797,-73.799866,5
40.763622,-73.83333,3
40.848793,-73.94358,1
40.75456,-73.7232,-1
40.86786,-73.84123,-1
40.702362,-73.82503,5
40.69542,-73.90379,2
40.608643,-73.81919,-1
40.809467,-73.94948,1
40.675606,-73.89926,2
40.756344,-73.91342,3
40.58846,-73.99,2
40.75537,-73.98746,1
40.74648,-73.8723,3
40.67972,-73.837814,5
40.872086,-73.899826,1
40.804375,-73.93742,1
40.714447,-74.01148,1
40.86795,-73.92701,1
40.84952,-73.78735,-1
40.632584,-73.91867,2
40.83636,-73.86999,1
40.832237,-73.942505,1
40.82593,-73.88944,1
40.54017,-74.18183,-1
40.77593,-73.94713,1
40.834255,-73.85108,1
40.749718,-73.86419,3
40.76622,-73.92193,3
40.712666,-73.94105,2
40.688774,-73.9479,2
40.5859,-73.96634,2
40.599827,-74.17823,-1
40.65723,-74.00478,2
40.629166,-74.01984,2
40.853344,-73.881676,1
40.68226,-73.979004,2
40.824463,-73.82029,-1
40.82804,-73.94251,1
40.760494,-73.8614,3
40.74573,-73.88918,3
40.6828,-73.90638,2
40.616547,-73.92764,2
40.67003,-73.99334,2
40.681408,-73.98033,2
40.771378,-73.953415,1
40.67393,-73.999954,2
40.7565,-73.73343,-1
40.67553,-73.75494,-1
40.627914,-74.003105,2
40.749546,-73.99875,1
40.68881,-73.972,2
40.714504,-73.91413,2
40.817745,-73.92413,1
40.831776,-73.82097,-1
40.66492,-73.73504,5
40.716236,-73.89783,2
40.753525,-73.88218,3
40.70571,-74.00541,1
40.628654,-73.92386,2
40.691948,-73.730675,-1
40.710953,-73.82154,5
40.647255,-74.08046,-1
40.758343,-73.992714,1
40.897186,-73.84815,1
40.592117,-73.78799,-1
40.739193,-73.90128,3
40.75521,-73.99128,1
40.712704,-73.9481,2
40.698757,-73.91885,2
40.67078,-73.9185,2
40.778164,-73.97454,1
40.848686,-73.84675,1
40.665504,-73.75694,5
40.687866,-73.96879,2
40.82735,-73.82463,-1
40.652523,-73.95185,2
40.74273,-73.95412,3
40.84367,-73.93443,1
40.66045,-73.90159,2
40.59536,-73.96831,2
40.666748,-73.764534,5
40.64828,-73.998955,2
40.631237,-73.886856,2
40.74128,-73.82159,-1
40.692875,-73.83219,5
40.84581,-73.93629,1
40.744377,-73.974915,1
40.665257,-73.92291,2
40.697044,-73.90358,2
40.634766,-74.132095,-1
40.638004,-73.90067,2
40.662956,-73.90626,2
40.744255,-73.986275,1
40.72386,-73.883575,-1
40.50286,-74.23904,-1
40.74314,-73.88334,3
40.636353,-73.99432,2
40.670155,-73.958176,2
40.752815,-73.98138,1
40.845924,-73.92187,1
40.75514,-73.99131,1
40.763042,-73.956535,1
40.725063,-73.951546,2
40.707504,-73.809265,5
40.78459,-73.94198,1
40.64224,-73.95774,2
40.772804,-73.742325,-1
40.653786,-73.931015,2
40.745544,-73.76966,-1
40.765354,-73.9856,1
40.651604,-73.95162,2
40.62543,-74.02357,2
40.856777,-73.861786,1
40.873344,-73.85654,1
40.87462,-73.87608,1
40.761684,-73.80004,-1
40.720215,-73.76,-1
40.627567,-73.9966,2
40.644825,-73.99628,2
40.849464,-73.891556,1
40.67213,-73.801285,5
40.66963,-73.979294,2
40.682777,-73.98242,2
40.74245,-73.87238,3
40.668896,-73.95339,2
40.692596,-73.79078,5
40.553192,-74.164345,-1
40.646027,-73.955345,2
40.8277,-73.84928,1
40.69187,-73.8234,5
40.60701,-73.75102,4
40.758305,-74.000145,1
40.697952,-73.937004,2
40.738308,-73.99988,1
40.743603,-73.70752,-1
40.844795,-73.88482,1
40.640053,-74.08018,-1
40.682823,-73.93441,2
40.67417,-73.95671,2
40.667103,-73.95638,2
40.747875,-73.99107,1
40.83709,-73.83416,-1
40.88737,-73.85394,1
40.717464,-73.733376,-1
40.86429,-73.89323,1
40.765453,-73.98751,1
40.844193,-73.82932,-1
40.624054,-73.97154,2
40.658478,-73.91984,2
40.67198,-73.80537,5
40.748493,-73.89793,3
40.7724,-73.92058,3
40.76652,-73.82753,3
40.638855,-73.98813,2
40.758705,-73.98928,1
40.599735,-73.94828,-1
40.768177,-73.95692,1
40.704563,-73.94867,2
40.868145,-73.833725,-1
40.82653,-73.94667,1
40.577686,-74.166115,-1
40.701614,-73.914856,2
40.626766,-73.993546,2
40.716908,-73.95626,2
40.764935,-73.987885,1
40.71846,-73.765205,-1
40.888878,-73.843216,1
40.61478,-73.97413,2
40.620354,-74.13078,-1
40.70966,-73.90762,2
40.75054,-73.896545,3
40.853836,-73.934975,1
40.66841,-73.90167,2
40.74411,-73.95364,3
40.742477,-73.82047,-1
40.760494,-73.987404,1
40.755165,-73.8891,3
40.686096,-73.9772,2
40.80316,-73.95256,1
40.68038,-73.80466,5
40.647625,-73.97727,2
40.649128,-73.976616,2
40.66931,-73.97957,2
40.75933,-73.88511,3
40.726093,-73.79069,-1
40.718304,-73.96388,2
40.697655,-73.80474,5
40.901836,-73.84548,1
40.629883,-73.895775,2
40.660797,-73.87183,2
40.634533,-73.93918,2
40.78585,-73.79509,-1
40.59328,-73.7871,-1
40.725273,-73.89286,3
40.854496,-73.88543,1
40.687252,-73.96107,2
40.67425,-73.88885,2
40.8965,-73.87248,-1
40.738182,-74.00097,1
40.701942,-73.91541,2
40.64663,-73.95566,2
40.73723,-74.000656,1
40.74106,-73.946106,3
40.714615,-73.9971,1
40.879032,-73.86377,1
40.654602,-73.89496,2
40.831707,-73.87565,1
40.84175,-73.88546,1
40.713608,-74.01162,1
40.71798,-74.00467,1
40.82359,-73.811104,-1
40.62769,-73.96376,2
40.73679,-73.719925,-1
40.783936,-73.95235,1
40.854675,-73.84366,-1
40.604553,-74.16191,-1
40.768517,-73.98717,1
40.72375,-73.72649,-1
40.752968,-73.83689,3
40.812622,-73.92934,1
40.766308,-73.81424,3
40.759727,-73.8455,-1
40.705418,-73.78019,5
40.5751,-73.998566,-1
40.82408,-73.8429,1
40.62189,-74.02874,2
40.62192,-73.936134,2
40.727833,-73.752914,-1
40.67212,-73.89594,2
40.79087,-73.972694,1
40.627243,-74.02357,2
40.727154,-74.005554,1
40.66221,-73.91959,2
40.696148,-73.743355,-1
40.75653,-73.9073,3
40.768684,-73.90562,3
40.59808,-74.081474,-1
40.715927,-73.80696,5
40.62431,-74.13877,-1
40.861652,-73.84732,-1
40.76931,-73.78809,-1
40.619247,-73.933174,2
40.847137,-73.90126,1
40.66022,-73.94906,2
40.68305,-73.85029,5
40.680435,-73.731186,5
40.65337,-73.94695,2
40.605152,-73.76374,-1
40.563915,-74.11637,-1
40.674427,-73.73592,5
40.70463,-73.96211,2
40.738472,-73.931984,3
40.825954,-73.85683,1
40.855587,-73.86765,1
40.599262,-73.96577,2
40.833015,-73.85394,1
40.86171,-73.8433,-1
40.861412,-73.90497,1
40.765385,-73.789085,-1
40.723873,-73.85091,-1
40.88185,-73.87024,1
40.63736,-73.96807,2
40.853718,-73.93212,1
40.712723,-74.009674,1
40.675247,-73.87726,2
40.888702,-73.83921,1
40.757133,-73.98745,1
40.549084,-74.1621,-1
40.827972,-73.88707,1
40.668983,-73.75367,5
40.80931,-73.94912,1
40.58703,-73.9854,2
40.88569,-73.831245,1
40.625145,-74.00012,2
40.672474,-73.88308,2
40.665215,-73.77156,5
40.744938,-73.90959,3
40.703495,-73.89238,2
40.628643,-74.005936,2
40.8475,-73.86696,1
40.83263,-73.93544,1
40.89306,-73.85755,1
40.613895,-73.99219,2
